1,0000
0,5000
0,3333
0,2500
0,2000
0,1667
0,1429
0,2500
0,2222
0,2000
0,2727
0,3333
0,3077
0,3571
0,3333
0,3125
0,2941
0,3333
0,3158
0,3000
0,3333
0,3636
0,3913
0,4167
0,4000
0,3846
0,4074
0,4286
0,4138
0,4000
0,4194
0,4063
0,4242
0,4118
0,4000
0,4167
0,4324
0,4211
0,4103
0,4000
0,3902
0,4048
0,3953
0,4091
0,4222
0,4130
0,4043
0,3958
0,4082
0,4000
0,3922
0,3846
0,3962
0,4074
0,4000
0,4107
0,4211
0,4310
0,4407
0,4333
0,4426
0,4355
0,4444
0,4375
0,4308
0,4242
0,4328
0,4265
0,4348
0,4286
0,4366
0,4306
0,4247
0,4324
0,4267
0,4211
0,4156
0,4231
0,4177
0,4250
0,4321
0,4268
0,4337
0,4405
0,4471
0,4419
0,4368
0,4318
0,4270
0,4333
0,4396
0,4457
0,4516
0,4574
0,4632
0,4583
0,4639
0,4694
0,4747
0,4800
0,0000
0,0000
0,0000
0,5000
0,0000
0,5000
0,0000
0,5000
0,3333
0,2500
0,4000
0,3333
0,2857
0,0000
0,5000
0,3333
0,2500
0,4000
0,3333
0,2857
0,3750
0,3333
0,0000
0,5000
0,3333
0,2500
0,4000
0,3333
0,2857
0,3750
0,0000
0,5000
0,0000
0,5000
0,3333
0,2500
0,4000
0,3333
0,2857
0,3750
0,3333
0,3000
0,3636
0,4167
0,4615
0,5000
0,5333
0,5625
0,5294
0,5556
0,5263
0,5000
0,4762
0,5000
0,5217
0,5417
0,5600
0,5385
0,5185
0,5000
0,5172
0,5000
0,4839
0,5000
0,5152
0,5000
0,5143
0,5278
0,5135
0,5263
0,5385
0,5250
0,5122
0,0000
0,5000
0,0000
0,5000
0,3333
0,2500
0,4000
0,3333
0,2857
0,3750
0,3333
0,3000
0,3636
0,4167
0,4615
0,5000
0,5333
0,5625
0,5294
0,5556
0,5263
0,5000
0,4762
0,5000
